time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1972-03-15T11:23:10.000Z,51.588,176.679,35,5.5,mw,,,,,iscgem,iscgem775374,2015-05-13T18:53:06.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1972-03-14T14:05:46.000Z,39.217,29.517,25,5.7,mw,,,,,iscgem,iscgem775356,2020-07-09T22:58:22.085Z,"western Turkey",earthquake,,,,,automatic,iscgem,iscgem
1972-03-14T00:47:15.000Z,33.358,141.105,41.3,5.6,mw,,,,,iscgem,iscgem775338,2015-05-13T18:53:06.000Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1972-03-08T03:45:25.000Z,-3.795,131.384,25.6,5.9,mw,,,,,iscgem,iscgem775213,2020-07-09T22:58:11.442Z,"Ceram Sea, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1972-03-07T07:45:23.000Z,-28.277,-178.169,200,6.6,mw,,,,,iscgem,iscgem775192,2015-05-13T18:53:06.000Z,"Kermadec Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-03-06T18:50:18.000Z,50.069,148.883,586.2,5.7,mw,,,,,iscgem,iscgem775173,2015-05-13T18:53:06.000Z,"Sea of Okhotsk",earthquake,,,,,automatic,iscgem,iscgem
1972-03-04T02:58:29.000Z,-21.888,-179.329,590,5.6,mw,,,,,iscgem,iscgem775069,2015-05-13T18:53:06.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1972-03-02T20:10:09.000Z,33.508,141.054,57.7,5.9,mw,,,,,iscgem,iscgem775019,2015-05-13T18:53:06.000Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1972-03-01T21:39:44.000Z,-24.796,-70.094,48.9,5.7,mw,,,,,iscgem,iscgem774973,2020-07-09T22:58:00.461Z,"Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1972-03-01T09:28:56.000Z,40.535,-125.444,10,5.9,mw,,,,,iscgem,iscgem774945,2019-05-21T00:51:35.208Z,"offshore Northern California",earthquake,,,,,automatic,iscgem,iscgem
1972-03-01T09:04:39.000Z,-18.995,-173.662,10,6,mw,,,,,iscgem,iscgem774943,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1972-02-29T09:42:42.000Z,33.502,141.092,56.8,6,mw,,,,,iscgem,iscgem776554,2015-05-13T18:53:06.000Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1972-02-29T09:23:01.000Z,33.453,140.929,59.8,7.2,mw,,,,,iscgem,iscgem776553,2020-07-09T23:01:25.932Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1972-02-26T23:31:08.000Z,50.462,97.207,15,5.7,mw,,,,,iscgem,iscgem776489,2020-07-09T23:01:13.090Z,"southwestern Siberia, Russia",earthquake,,,,,automatic,iscgem,iscgem
1972-02-25T01:17:16.000Z,-60.759,-25.668,35,6.3,mw,,,,,iscgem,iscgem776454,2015-05-13T18:53:06.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-02-24T01:43:05.000Z,55.846,-158.214,58.9,5.5,mw,,,,,iscgem,iscgem776426,2015-05-13T18:53:06.000Z,"Alaska Peninsula",earthquake,,,,,automatic,iscgem,iscgem
1972-02-23T18:19:04.000Z,-15.428,-172.681,35,5.8,mw,,,,,iscgem,iscgem776417,2015-05-13T18:53:06.000Z,"Samoa Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-02-21T19:34:51.000Z,55.888,-158.337,54.3,5.8,mw,,,,,iscgem,iscgem776372,2018-06-04T20:43:45.000Z,"Alaska Peninsula",earthquake,,,,,automatic,iscgem,iscgem
1972-02-20T06:08:14.000Z,29.328,-113.68,15,5.8,mw,,,,,iscgem,iscgem776334,2020-07-09T23:00:54.866Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1972-02-19T13:54:46.000Z,44.635,149.084,45,5.6,mw,,,,,iscgem,iscgem776315,2015-05-13T18:53:06.000Z,"Kuril Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-02-19T07:59:18.000Z,-11.123,162.917,20,5.5,mw,,,,,iscgemsup,iscgemsup776309,2015-07-13T17:02:24.000Z,"Solomon Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-02-17T00:39:10.000Z,-6.102,151.856,35,5.6,mw,,,,,iscgem,iscgem776261,2015-05-13T18:53:06.000Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-02-16T03:49:52.000Z,-11.347,166.261,100,5.6,mw,,,,,iscgem,iscgem776232,2015-05-13T18:53:06.000Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-02-15T21:18:20.000Z,-17.66,-71.212,54.6,5.8,mw,,,,,iscgem,iscgem776227,2020-07-09T23:00:39.967Z,"near the coast of southern Peru",earthquake,,,,,automatic,iscgem,iscgem
1972-02-14T23:29:53.000Z,-11.481,166.339,101.8,7.4,mw,,,,,iscgem,iscgem776200,2020-07-09T23:00:15.455Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-02-13T21:23:20.000Z,0.932,-28.534,10,5.8,mw,,,,,iscgem,iscgem776188,2015-05-13T18:53:06.000Z,"central Mid-Atlantic Ridge",earthquake,,,,,automatic,iscgem,iscgem
1972-02-13T21:05:58.000Z,-55.829,-26.999,32.5,5.9,mw,,,,,iscgem,iscgem776186,2015-05-13T18:53:06.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-02-12T18:52:00.000Z,-15.448,-173.252,17.7,6,mw,,,,,iscgem,iscgem776156,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1972-02-09T20:44:35.000Z,-51.852,-73.917,15,6,mw,,,,,iscgem,iscgem776099,2015-05-13T18:53:06.000Z,"Magallanes y Antartica Chilena, Chile",earthquake,,,,,automatic,iscgem,iscgem
1972-02-08T03:37:49.000Z,19.319,122.067,15,6.1,mw,,,,,iscgem,iscgem776064,2015-05-13T18:53:06.000Z,"Babuyan Islands region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-02-07T19:14:50.000Z,8.484,-83.996,18.9,5.8,mw,,,,,iscgem,iscgem776055,2020-07-09T23:00:00.142Z,"Costa Rica",earthquake,,,,,automatic,iscgem,iscgem
1972-02-06T22:03:29.000Z,12.535,141.896,25,5.8,mw,,,,,iscgem,iscgem776029,2015-05-13T18:53:06.000Z,"Mariana Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-02-04T13:29:15.000Z,-22.821,-68.845,102.8,5.6,mw,,,,,iscgem,iscgem775959,2015-05-13T18:53:06.000Z,"Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1972-02-03T08:36:17.000Z,-4.62,151.803,160,5.6,mw,,,,,iscgem,iscgem775921,2020-07-09T22:59:48.807Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-02-01T02:37:25.000Z,-9.769,160.165,35,5.8,mw,,,,,iscgem,iscgem775862,2020-07-09T22:59:38.064Z,"Solomon Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-01-28T16:18:28.000Z,20.963,120.063,35,5.7,mw,,,,,iscgem,iscgem777303,2015-05-13T18:53:06.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-28T01:16:22.000Z,-19.415,169.22,125,6.3,mw,,,,,iscgem,iscgem777287,2015-05-13T18:53:06.000Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1972-01-26T23:00:24.000Z,-20.113,-178.892,643,6.5,mw,,,,,iscgem,iscgem777263,2015-05-13T18:53:06.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-26T03:41:57.000Z,-2.543,102.535,171.1,5.5,mw,,,,,iscgem,iscgem777243,2020-07-09T23:05:56.425Z,"southern Sumatra, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-25T03:41:24.000Z,23.107,121.974,25,7.1,mw,,,,,iscgem,iscgem777209,2020-07-09T23:05:15.978Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1972-01-25T02:06:24.000Z,22.632,122.269,25,7.3,mw,,,,,iscgem,iscgem777208,2020-07-09T23:04:58.487Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-24T19:38:08.000Z,-26.19,-177.183,97.8,5.7,mw,,,,,iscgem,iscgem777202,2015-05-13T18:53:06.000Z,"south of the Fiji Islands",earthquake,,,,,automatic,iscgem,iscgem
1972-01-24T03:55:45.000Z,-13.144,166.406,35,6.1,mw,,,,,iscgem,iscgem777173,2015-05-13T18:53:06.000Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1972-01-23T21:17:54.000Z,-13.248,166.407,35,7,mw,,,,,iscgem,iscgem777164,2020-07-09T23:04:27.689Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1972-01-22T21:50:39.000Z,-20.435,172.94,20,6.3,mw,,,,,iscgem,iscgem777137,2015-05-13T18:53:06.000Z,"Vanuatu region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-22T13:08:49.000Z,13.973,-91.128,72.8,5.8,mw,,,,,iscgem,iscgem777120,2020-07-09T23:04:15.117Z,"Guatemala",earthquake,,,,,automatic,iscgem,iscgem
1972-01-21T19:18:57.000Z,-6.751,-71.902,563.7,6.1,mw,,,,,iscgem,iscgem777108,2015-05-13T18:53:06.000Z,"Amazonas, Brazil",earthquake,,,,,automatic,iscgem,iscgem
1972-01-20T11:36:29.000Z,36.374,70.83,211.9,6.2,mw,,,,,iscgemsup,iscgemsup777063,2020-07-10T13:36:10.362Z,"Hindu Kush region, Afghanistan",earthquake,,,,,automatic,iscgem,iscgem
1972-01-19T15:00:55.000Z,-4.718,144.905,20,6.6,mw,,,,,iscgem,iscgem777043,2020-07-09T23:03:45.258Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-01-18T21:55:17.000Z,-4.866,144.966,25.7,6.6,mw,,,,,iscgem,iscgem777013,2020-07-09T23:03:28.956Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-01-18T12:43:29.000Z,54.655,161.506,31.5,5.7,mw,,,,,iscgem,iscgem777005,2015-05-13T18:53:06.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-15T20:21:48.000Z,40.182,78.92,10.2,6.2,mw,,,,,iscgem,iscgem776951,2020-07-09T23:03:01.495Z,"southern Xinjiang, China",earthquake,,,,,automatic,iscgem,iscgem
1972-01-15T03:39:21.000Z,-18.296,-174.605,150,5.9,mw,,,,,iscgem,iscgem776936,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1972-01-13T17:24:21.000Z,61.888,147,11.3,5.9,mw,,,,,iscgem,iscgem776904,2015-05-13T18:53:06.000Z,"Magadanskaya Oblast', Russia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-12T18:37:23.000Z,37.636,75.014,99.2,5.7,mw,,,,,iscgem,iscgem776886,2020-07-09T23:02:46.757Z,"Tajikistan-Xinjiang border region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-12T09:59:10.000Z,-6.833,-71.847,569.1,6.4,mw,,,,,iscgem,iscgem776874,2015-05-13T18:53:06.000Z,"Amazonas, Brazil",earthquake,,,,,automatic,iscgem,iscgem
1972-01-08T11:34:50.000Z,-55.692,-28.876,57.7,6,mw,,,,,iscgem,iscgem776790,2015-05-13T18:53:06.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-08T08:14:20.000Z,20.893,120.308,25,5.8,mw,,,,,iscgem,iscgem776788,2015-05-13T18:53:06.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-08T05:27:53.000Z,20.981,120.28,25,6.7,mw,,,,,iscgem,iscgem776783,2015-05-13T18:53:06.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-08T03:07:54.000Z,-18.897,-173.206,10,5.6,mw,,,,,iscgem,iscgem776779,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1972-01-07T06:25:50.000Z,-2.184,138.951,30,6,mw,,,,,iscgem,iscgem776759,2020-07-09T23:02:35.706Z,"Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1972-01-06T00:30:18.000Z,-4.611,151.819,162.3,6.1,mw,,,,,iscgem,iscgem776721,2020-07-09T23:02:22.460Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1972-01-04T18:09:48.000Z,-0.061,125.012,35,5.7,mw,,,,,iscgemsup,iscgemsup776687,2015-07-13T17:02:24.000Z,"Molucca Sea",earthquake,,,,,automatic,iscgem,iscgem
1972-01-04T03:16:56.000Z,22.638,122.067,28,6.9,mw,,,,,iscgem,iscgem776670,2020-07-09T23:01:58.121Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
1972-01-03T17:06:22.000Z,51.095,178.905,30,5.8,mw,,,,,iscgem,iscgem776661,2019-05-21T00:31:58.079Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1972-01-02T21:57:01.000Z,15.978,-98.335,15,5.8,mw,,,,,iscgem,iscgem776638,2020-07-09T23:01:45.904Z,"offshore Oaxaca, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1972-01-01T22:05:55.000Z,-17.021,174.903,10,6.8,mw,,,,,iscgem,iscgem776618,2015-05-13T18:53:06.000Z,"Fiji region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-31T22:37:27.000Z,6.125,123.288,625,5.7,mw,,,,,iscgem,iscgem778212,2015-05-13T18:53:06.000Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-12-30T15:39:39.000Z,-4.789,151.804,111.3,6,mw,,,,,iscgem,iscgem778182,2020-07-09T23:07:56.486Z,"New Britain region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-12-29T22:27:07.000Z,25.206,94.708,62.3,5.7,mw,,,,,iscgem,iscgem778161,2020-07-09T23:07:45.615Z,"Myanmar-India border region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-27T11:00:57.000Z,-19.863,-175.727,220.5,5.9,mw,,,,,iscgem,iscgem778097,2015-05-13T18:53:06.000Z,"Tonga",earthquake,,,,,automatic,iscgem,iscgem
1971-12-26T15:50:55.000Z,-6.245,154.889,35,5.8,mw,,,,,iscgem,iscgem778078,2020-07-09T23:07:33.934Z,"Bougainville region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-12-26T13:19:01.000Z,50.643,-174.989,15,5.6,mw,,,,,iscgem,iscgem778073,2015-05-13T18:53:06.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1971-12-19T07:50:29.000Z,56.005,162.83,27.5,5.5,mw,,,,,iscgem,iscgem777891,2015-05-13T18:53:06.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-18T21:57:53.000Z,55.602,163.045,27.4,5.8,mw,,,,,iscgem,iscgem777881,2015-05-13T18:53:06.000Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-17T19:06:08.000Z,55.474,163.657,28.8,6.3,mw,,,,,iscgem,iscgem777847,2015-05-13T18:53:06.000Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-16T12:25:49.000Z,55.804,163.453,27.5,5.6,mw,,,,,iscgem,iscgem777807,2015-05-13T18:53:06.000Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-15T09:22:37.000Z,55.838,163.664,27.5,5.6,mw,,,,,iscgem,iscgem777758,2015-05-13T18:53:06.000Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-15T08:29:57.000Z,55.959,163.269,27.5,7.6,mw,,,,,iscgem,iscgem777750,2020-07-09T23:07:15.224Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-11T07:25:19.000Z,-6.151,154.577,55,6.5,mw,,,,,iscgem,iscgem777661,2020-07-09T23:06:57.428Z,"Bougainville region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-12-11T03:29:59.000Z,1.761,127.32,115,5.6,mw,,,,,iscgem,iscgem777656,2020-07-09T23:06:46.256Z,"Halmahera, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-09T15:01:01.000Z,-21.648,173.42,45,6,mw,,,,,iscgem,iscgem777617,2015-05-13T18:53:06.000Z,"Vanuatu region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-09T01:42:33.000Z,27.275,56.441,15,5.8,mw,,,,,iscgem,iscgem777603,2020-07-09T23:06:33.180Z,"southern Iran",earthquake,,,,,automatic,iscgem,iscgem
1971-12-08T16:05:28.000Z,-22.805,-70.371,30,6.1,mw,,,,,iscgem,iscgem777588,2020-07-09T23:06:22.231Z,"near the coast of Antofagasta, Chile",earthquake,,,,,automatic,iscgem,iscgem
1971-12-08T08:38:23.000Z,49.125,-128.817,15,5.6,mw,,,,,iscgem,iscgem777577,2015-05-13T18:53:06.000Z,"Vancouver Island, Canada region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-07T12:04:19.000Z,55.048,-54.437,20,5.5,mw,,,,,iscgem,iscgem777559,2015-05-13T18:53:06.000Z,"Labrador Sea",earthquake,,,,,automatic,iscgem,iscgem
1971-12-07T06:23:12.000Z,3.74,127.991,55.5,5.8,mw,,,,,iscgem,iscgem777551,2015-05-13T18:53:06.000Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-12-07T03:26:19.000Z,-54.438,5.837,15,6.2,mw,,,,,iscgem,iscgem777545,2015-05-13T18:53:06.000Z,"Bouvet Island region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-05T05:50:08.000Z,49.452,-129.853,10,6,mw,,,,,iscgem,iscgem777492,2015-05-13T18:53:06.000Z,"Vancouver Island, Canada region",earthquake,,,,,automatic,iscgem,iscgem
1971-12-04T15:55:46.000Z,7.942,126.59,55,5.5,mw,,,,,iscgem,iscgem777470,2020-07-09T23:06:09.057Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-12-04T02:25:53.000Z,-6.12,154.597,82.9,6.3,mw,,,,,iscgemsup,iscgemsup777457,2020-07-10T13:36:30.161Z,"Bougainville region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-12-02T17:18:22.000Z,44.889,153.314,20,6.6,mw,,,,,iscgem,iscgem777414,2015-05-13T18:53:06.000Z,"east of the Kuril Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-29T20:14:13.000Z,-11.288,-77.715,53,5.8,mw,,,,,iscgem,iscgem778920,2020-07-09T23:10:00.570Z,"near the coast of central Peru",earthquake,,,,,automatic,iscgem,iscgem
1971-11-28T11:12:02.000Z,-29.98,-69.428,110,5.9,mw,,,,,iscgem,iscgem778892,2020-07-09T23:09:48.613Z,"San Juan, Argentina",earthquake,,,,,automatic,iscgem,iscgem
1971-11-27T13:45:12.000Z,29.203,130.293,53.6,5.6,mw,,,,,iscgem,iscgem778871,2015-05-13T18:53:06.000Z,"Ryukyu Islands, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-11-24T19:35:33.000Z,52.803,159.199,125,7.3,mw,,,,,iscgem,iscgem778805,2020-07-09T23:09:22.828Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,automatic,iscgem,iscgem
1971-11-24T00:58:07.000Z,46.598,152.641,50,5.5,mw,,,,,iscgem,iscgem778764,2015-05-13T18:53:06.000Z,"Kuril Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-22T08:19:57.000Z,0.105,123.995,103.3,6,mw,,,,,iscgemsup,iscgemsup778732,2020-07-10T13:36:46.148Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-11-22T00:46:13.000Z,52.253,174.231,43.7,6.1,mw,,,,,iscgem,iscgem778718,2019-05-21T00:30:01.463Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1971-11-21T06:20:01.000Z,-11.926,166.568,116.6,6.1,mw,,,,,iscgem,iscgem778698,2015-05-13T18:53:06.000Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-21T05:57:12.000Z,-11.857,166.557,113.1,7.1,mw,,,,,iscgem,iscgem778697,2020-07-09T23:09:08.086Z,"Santa Cruz Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-20T21:24:41.000Z,48.714,-129.651,15,5.8,mw,,,,,iscgem,iscgem778692,2015-05-13T18:53:06.000Z,"Vancouver Island, Canada region",earthquake,,,,,automatic,iscgem,iscgem
1971-11-20T07:28:00.000Z,-23.449,-179.857,543.1,6.5,mw,,,,,iscgem,iscgem778677,2015-05-13T18:53:06.000Z,"south of the Fiji Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-11-18T07:31:34.000Z,38.404,66.639,29.2,5.6,mw,,,,,iscgem,iscgem778645,2020-07-09T23:08:56.817Z,"eastern Uzbekistan",earthquake,,,,,automatic,iscgem,iscgem
1971-11-11T11:16:53.000Z,-2.682,136.511,15,5.8,mw,,,,,iscgem,iscgem778478,2020-07-09T23:08:45.485Z,"near the north coast of Papua, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-11-08T22:43:02.000Z,5.737,126.433,170,5.6,mw,,,,,iscgem,iscgem778408,2015-05-13T18:53:06.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-11-08T03:06:37.000Z,26.978,54.519,20,6.2,mw,,,,,iscgem,iscgem778388,2020-07-09T23:08:20.049Z,"southern Iran",earthquake,,,,,automatic,iscgem,iscgem
1971-11-07T14:12:27.000Z,-4.544,-105.609,10,5.9,mw,,,,,iscgem,iscgem778373,2015-05-13T18:53:06.000Z,"central East Pacific Rise",earthquake,,,,,automatic,iscgem,iscgem
1971-11-05T23:57:29.000Z,-2.006,100.126,35,5.6,mw,,,,,iscgem,iscgem778331,2020-07-09T23:08:08.443Z,"Kepulauan Mentawai region, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-11-05T22:11:16.000Z,10.142,92.987,52.5,5.7,mw,,,,,iscgem,iscgem778328,2015-05-13T18:53:06.000Z,"Andaman Islands, India region",earthquake,,,,,automatic,iscgem,iscgem
1971-10-30T20:48:50.000Z,23.024,121.404,35,6.2,mw,,,,,iscgem,iscgem779829,2020-07-09T23:13:09.361Z,"Taiwan",earthquake,,,,,automatic,iscgem,iscgem
1971-10-30T14:16:24.000Z,32.109,137.825,388,5.7,mw,,,,,iscgem,iscgem779816,2015-05-13T18:53:06.000Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1971-10-29T14:06:31.000Z,49.877,154.968,121.4,5.7,mw,,,,,iscgem,iscgem779780,2015-05-13T18:53:06.000Z,"Kuril Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-28T18:00:02.000Z,-13.384,166.429,35,6.7,mw,,,,,iscgem,iscgem779742,2015-05-13T18:53:06.000Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1971-10-28T15:13:39.000Z,-5.627,153.887,105,6.1,mw,,,,,iscgemsup,iscgemsup779736,2015-07-13T17:02:24.000Z,"New Ireland region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-10-28T14:20:32.000Z,-13.342,166.392,40,5.7,mw,,,,,iscgemsup,iscgemsup779733,2015-07-13T17:02:24.000Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1971-10-27T17:58:39.000Z,-15.582,167.246,45,6.8,mw,,,,,iscgem,iscgem779689,2020-07-09T23:12:53.854Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1971-10-27T09:27:17.000Z,17.535,120.134,25,5.5,mw,,,,,iscgem,iscgem779680,2020-07-09T23:12:41.972Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-10-26T19:05:07.000Z,11.866,142.632,25,5.7,mw,,,,,iscgem,iscgem779659,2015-05-13T18:53:06.000Z,"south of the Mariana Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-25T03:46:38.000Z,-13.062,166.393,40,6.4,mw,,,,,iscgem,iscgem779613,2015-05-13T18:53:06.000Z,"Vanuatu",earthquake,,,,,automatic,iscgem,iscgem
1971-10-24T02:21:03.000Z,11.85,142.422,25,6.2,mw,,,,,iscgem,iscgem779574,2015-05-13T18:53:06.000Z,"south of the Mariana Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-24T01:37:31.000Z,11.929,142.405,25,6.5,mw,,,,,iscgem,iscgem779569,2015-05-13T18:53:06.000Z,"south of the Mariana Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-23T23:01:19.000Z,-57.32,-25.523,25,5.7,mw,,,,,iscgem,iscgem779564,2015-05-13T18:53:06.000Z,"South Sandwich Islands region",earthquake,,,,,automatic,iscgem,iscgem
1971-10-23T22:33:32.000Z,11.909,142.531,21.6,6.6,mw,,,,,iscgem,iscgem779563,2015-05-13T18:53:06.000Z,"south of the Mariana Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-23T01:41:12.000Z,-54.798,146.364,10,6.3,mw,,,,,iscgem,iscgem779543,2015-05-13T18:53:06.000Z,"west of Macquarie Island",earthquake,,,,,automatic,iscgem,iscgem
1971-10-21T08:22:46.000Z,24.885,125.24,55,5.5,mw,,,,,iscgem,iscgem779488,2015-05-13T18:53:06.000Z,"southwestern Ryukyu Islands, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-10-20T08:40:21.000Z,21.967,121.388,43.8,5.8,mw,,,,,iscgem,iscgem779458,2020-07-09T23:12:30.971Z,"Taiwan region",earthquake,,,,,automatic,iscgem,iscgem
1971-10-19T11:02:40.000Z,52.621,-166.845,31.6,5.8,mw,,,,,iscgem,iscgem779432,2019-05-21T00:28:21.323Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,iscgem
1971-10-18T12:55:39.000Z,-22.679,171.284,65,6.1,mw,,,,,iscgem,iscgem779410,2015-05-13T18:53:06.000Z,"southeast of the Loyalty Islands",earthquake,,,,,automatic,iscgem,iscgem
1971-10-16T21:54:29.000Z,-3.467,127.154,60,5.6,mw,,,,,iscgem,iscgem779376,2020-07-09T23:12:19.992Z,"Seram, Indonesia",earthquake,,,,,automatic,iscgem,iscgem
1971-10-16T05:15:25.000Z,-5.993,154.403,70,6.2,mw,,,,,iscgem,iscgem779357,2020-07-09T23:12:05.801Z,"Bougainville region, Papua New Guinea",earthquake,,,,,automatic,iscgem,iscgem
1971-10-15T10:33:46.000Z,-14.266,-73.392,35,5.5,mw,,,,,iscgem,iscgem779337,2020-07-09T23:11:55.182Z,"central Peru",earthquake,,,,,automatic,iscgem,iscgem
1971-10-14T22:36:33.000Z,-54.276,2.317,10,6.6,mw,,,,,iscgem,iscgem779325,2015-05-13T18:53:06.000Z,"Bouvet Island region",earthquake,,,,,automatic,iscgem,iscgem
